case_id,question_ar,department_code,department_ar,operational_metric,operational_metric_ar,synthetic_value,unit,risk_status,question_tool,question_tool_type,question_type,list,answer_type,intent,cognitive_level,subjectivity,temporal_context,expected_time_scope,purpose_context,bi_purpose_target,expected_answer_form,reference_answer_ar,direct_answer_without_conditioning_ar,conditioned_answer_ar,answer_form_adherent_without,answer_form_adherent_with,temporal_adherent_without,temporal_adherent_with,purpose_aligned_without,purpose_aligned_with,split,notes,AAFAQ_QuestionID,AAFAQ_QuestionText,AAFAQ_QuestionParticle,AAFAQ_QuestionParticleType,AAFAQ_QuestionType,AAFAQ_List,AAFAQ_AnswerType,AAFAQ_Intent,AAFAQ_CognitiveLevel,AAFAQ_Category,AAFAQ_ComplexityLevel,AAFAQ_Subjectivity,AAFAQ_TemporalContext,AAFAQ_PurposeContext,AAFAQ_AnswerSourceText,AAFAQ_Answer
HBI-0011,ما القرار التشغيلي المناسب إذا استمر استخدام الموارد في قسم الولادة اليوم؟,MAT,قسم الولادة,resource utilization,استخدام الموارد,60.2,%,منخفض,ما,simple_interrogative,non_factoid,single,description,planning,evaluation,objective,present,اليوم,decision_making,decision_support,short_explanatory_sentence,بناءً على قيمة استخدام الموارد في قسم الولادة اليوم وهي 60.2 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,في العام الماضي كان استخدام الموارد في قسم الولادة قريبًا من 60.2 % مع تغيرات موسمية.,بناءً على قيمة استخدام الموارد في قسم الولادة اليوم وهي 60.2 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,1,1,0,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600011,ما القرار التشغيلي المناسب إذا استمر استخدام الموارد في قسم الولادة اليوم؟,ما,أداة استفهام,غير واقعي,FALSE,وصف,تخطيط,تقييم,الصحة,عالي,موضوعي,حاضر,اتخاذ القرارات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في قسم الولادة، كانت قيمة استخدام الموارد 60.2 % ضمن النطاق الزمني (اليوم). حالة المخاطر التشغيلية: منخفض. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,بناءً على قيمة استخدام الموارد في قسم الولادة اليوم وهي 60.2 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.
HBI-0012,كيف يمكن تقليل متوسط تأخر صرف الدواء في قسم الطوارئ في الربع الأول من 2026 خلال الوردية الصباحية؟,ED,قسم الطوارئ,pharmacy delay,متوسط تأخر صرف الدواء,10,دقيقة,منخفض,كيف,simple_interrogative,non_factoid,single,description,suggestion,analysis,objective,specific_time,في الربع الأول من 2026,problem_solving,decision_support,short_explanatory_sentence,القيمة المسجلة لـ متوسط تأخر صرف الدواء في قسم الطوارئ في الربع الأول من 2026 هي 10 دقيقة. يشير المستوى منخفض إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,القيمة المسجلة لـ متوسط تأخر صرف الدواء في قسم الطوارئ في الربع الأول من 2026 هي 10 دقيقة. يشير المستوى منخفض إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,القيمة المسجلة لـ متوسط تأخر صرف الدواء في قسم الطوارئ في الربع الأول من 2026 هي 10 دقيقة. يشير المستوى منخفض إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600012,كيف يمكن تقليل متوسط تأخر صرف الدواء في قسم الطوارئ في الربع الأول من 2026 خلال الوردية الصباحية؟,كيف,أداة استفهام,غير واقعي,FALSE,وصف,اقتراح,تحليل,الصحة,متوسط,موضوعي,وقت محدد,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في قسم الطوارئ، كانت قيمة متوسط تأخر صرف الدواء 10 دقيقة ضمن النطاق الزمني (في الربع الأول من 2026). حالة المخاطر التشغيلية: منخفض. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ متوسط تأخر صرف الدواء في قسم الطوارئ في الربع الأول من 2026 هي 10 دقيقة. يشير المستوى منخفض إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0013,ما قيمة متوسط وقت انتظار الطوارئ في أقسام التنويم خلال الشهر الماضي؟,WARD,أقسام التنويم,emergency waiting time,متوسط وقت انتظار الطوارئ,78,دقيقة,مرتفع,ما,imperative_like_request,factoid,single,number,information,comprehension,objective,past,الشهر الماضي,information_gathering,reporting,numeric_value_with_unit,متوسط وقت انتظار الطوارئ في أقسام التنويم الشهر الماضي يساوي 78 دقيقة، ويصنف تشغيليًا بأنه مرتفع.,الوضع في أقسام التنويم يحتاج إلى متابعة عامة لأن المؤشر يبدو غير مستقر.,متوسط وقت انتظار الطوارئ في أقسام التنويم الشهر الماضي يساوي 78 دقيقة، ويصنف تشغيليًا بأنه مرتفع.,0,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600013,ما قيمة متوسط وقت انتظار الطوارئ في أقسام التنويم خلال الشهر الماضي؟,ما,أداة استفهام,واقعي,FALSE,رقم,معلوماتي,فهم,الصحة,منخفض,موضوعي,ماضي,جمع المعلومات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في أقسام التنويم، كانت قيمة متوسط وقت انتظار الطوارئ 78 دقيقة ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,متوسط وقت انتظار الطوارئ في أقسام التنويم الشهر الماضي يساوي 78 دقيقة، ويصنف تشغيليًا بأنه مرتفع.
HBI-0014,أي إجراء يجب اتخاذه لتحسين نسبة عدم الحضور للمواعيد في العيادات الخارجية للأسبوع القادم في المنطقة ب؟,OPD,العيادات الخارجية,no-show rate,نسبة عدم الحضور للمواعيد,19.9,%,مرتفع,ما,simple_interrogative,non_factoid,single,boolean,planning,evaluation,objective,future,للأسبوع القادم,decision_making,decision_support,yes_no_with_brief_rationale,بناءً على قيمة نسبة عدم الحضور للمواعيد في العيادات الخارجية للأسبوع القادم وهي 19.9 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,بناءً على قيمة نسبة عدم الحضور للمواعيد في العيادات الخارجية للأسبوع القادم وهي 19.9 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,بناءً على قيمة نسبة عدم الحضور للمواعيد في العيادات الخارجية للأسبوع القادم وهي 19.9 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600014,أي إجراء يجب اتخاذه لتحسين نسبة عدم الحضور للمواعيد في العيادات الخارجية للأسبوع القادم في المنطقة ب؟,أي,أداة استفهام,غير واقعي,FALSE,نعم/لا,تخطيط,تقييم,الصحة,عالي,موضوعي,مستقبل,اتخاذ القرارات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في العيادات الخارجية، كانت قيمة نسبة عدم الحضور للمواعيد 19.9 % ضمن النطاق الزمني (للأسبوع القادم). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,بناءً على قيمة نسبة عدم الحضور للمواعيد في العيادات الخارجية للأسبوع القادم وهي 19.9 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.
HBI-0015,ما هو متوسط تأخر صرف الدواء في العيادات الخارجية الشهر الماضي؟,OPD,العيادات الخارجية,pharmacy delay,متوسط تأخر صرف الدواء,17,دقيقة,منخفض,ما,simple_interrogative,factoid,single,number,information,comprehension,objective,past,الشهر الماضي,information_gathering,reporting,numeric_value_with_unit,متوسط تأخر صرف الدواء في العيادات الخارجية الشهر الماضي يساوي 17 دقيقة، ويصنف تشغيليًا بأنه منخفض.,يجب إعادة توزيع الموارد فورًا بناءً على متوسط تأخر صرف الدواء.,متوسط تأخر صرف الدواء في العيادات الخارجية الشهر الماضي يساوي 17 دقيقة، ويصنف تشغيليًا بأنه منخفض.,1,1,1,1,0,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600015,ما هو متوسط تأخر صرف الدواء في العيادات الخارجية الشهر الماضي؟,ما,أداة استفهام,واقعي,FALSE,رقم,معلوماتي,فهم,الصحة,منخفض,موضوعي,ماضي,جمع المعلومات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في العيادات الخارجية، كانت قيمة متوسط تأخر صرف الدواء 17 دقيقة ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: منخفض. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,متوسط تأخر صرف الدواء في العيادات الخارجية الشهر الماضي يساوي 17 دقيقة، ويصنف تشغيليًا بأنه منخفض.
HBI-0016,أي إجراء يجب اتخاذه لتحسين متوسط مدة الإقامة في أقسام التنويم الشهر الماضي في المنطقة د؟,WARD,أقسام التنويم,length of stay,متوسط مدة الإقامة,8.1,يوم,مرتفع,ما,simple_interrogative,non_factoid,single,boolean,planning,evaluation,objective,past,الشهر الماضي,decision_making,decision_support,yes_no_with_brief_rationale,بناءً على قيمة متوسط مدة الإقامة في أقسام التنويم الشهر الماضي وهي 8.1 يوم، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,بناءً على قيمة متوسط مدة الإقامة في أقسام التنويم الشهر الماضي وهي 8.1 يوم، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,بناءً على قيمة متوسط مدة الإقامة في أقسام التنويم الشهر الماضي وهي 8.1 يوم، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600016,أي إجراء يجب اتخاذه لتحسين متوسط مدة الإقامة في أقسام التنويم الشهر الماضي في المنطقة د؟,أي,أداة استفهام,غير واقعي,FALSE,نعم/لا,تخطيط,تقييم,الصحة,عالي,موضوعي,ماضي,اتخاذ القرارات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في أقسام التنويم، كانت قيمة متوسط مدة الإقامة 8.1 يوم ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,بناءً على قيمة متوسط مدة الإقامة في أقسام التنويم الشهر الماضي وهي 8.1 يوم، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.
HBI-0017,لماذا ارتفع زمن إنجاز نتائج المختبر في المختبر للأسبوع القادم في المنطقة ج؟,LAB,المختبر,lab turnaround time,زمن إنجاز نتائج المختبر,38,دقيقة,متوسط,لماذا,implicit_question,non_factoid,single,description,suggestion,analysis,objective,future,للأسبوع القادم,problem_solving,decision_support,short_explanatory_sentence,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في المختبر للأسبوع القادم هي 38 دقيقة. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,زمن إنجاز نتائج المختبر هو مؤشر تشغيلي يعبر عن أداء الخدمة في المختبر.,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في المختبر للأسبوع القادم هي 38 دقيقة. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,1,1,0,1,0,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600017,لماذا ارتفع زمن إنجاز نتائج المختبر في المختبر للأسبوع القادم في المنطقة ج؟,لماذا,أداة استفهام,غير واقعي,FALSE,وصف,اقتراح,تحليل,الصحة,متوسط,موضوعي,مستقبل,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في المختبر، كانت قيمة زمن إنجاز نتائج المختبر 38 دقيقة ضمن النطاق الزمني (للأسبوع القادم). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في المختبر للأسبوع القادم هي 38 دقيقة. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0018,كيف يمكن تقليل زمن إنجاز نتائج المختبر في غرف العمليات الشهر الماضي؟,OR,غرف العمليات,lab turnaround time,زمن إنجاز نتائج المختبر,143,دقيقة,مرتفع,لماذا,implicit_question,non_factoid,single,description,suggestion,analysis,objective,past,الشهر الماضي,problem_solving,decision_support,short_explanatory_sentence,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في غرف العمليات الشهر الماضي هي 143 دقيقة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في غرف العمليات الشهر الماضي هي 143 دقيقة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,الوضع في غرف العمليات يحتاج إلى متابعة عامة لأن المؤشر يبدو غير مستقر.,1,0,1,1,1,0,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600018,كيف يمكن تقليل زمن إنجاز نتائج المختبر في غرف العمليات الشهر الماضي؟,كيف,أداة استفهام,غير واقعي,FALSE,وصف,اقتراح,تحليل,الصحة,متوسط,موضوعي,ماضي,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في غرف العمليات، كانت قيمة زمن إنجاز نتائج المختبر 143 دقيقة ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في غرف العمليات الشهر الماضي هي 143 دقيقة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0019,ما السبب المحتمل لتغير متوسط مدة الإقامة في العناية المركزة الشهر الماضي في المنطقة د؟,ICU,العناية المركزة,length of stay,متوسط مدة الإقامة,5.2,يوم,متوسط,كيف,simple_interrogative,non_factoid,single,reason,suggestion,analysis,objective,past,الشهر الماضي,problem_solving,decision_support,reasoned_explanation,القيمة المسجلة لـ متوسط مدة الإقامة في العناية المركزة الشهر الماضي هي 5.2 يوم. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,متوسط مدة الإقامة هو مؤشر تشغيلي يعبر عن أداء الخدمة في العناية المركزة.,القيمة المسجلة لـ متوسط مدة الإقامة في العناية المركزة الشهر الماضي هي 5.2 يوم. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,1,1,1,1,0,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600019,ما السبب المحتمل لتغير متوسط مدة الإقامة في العناية المركزة الشهر الماضي في المنطقة د؟,ما,أداة استفهام,غير واقعي,FALSE,سبب,اقتراح,تحليل,الصحة,متوسط,موضوعي,ماضي,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في العناية المركزة، كانت قيمة متوسط مدة الإقامة 5.2 يوم ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ متوسط مدة الإقامة في العناية المركزة الشهر الماضي هي 5.2 يوم. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0020,أي إجراء يجب اتخاذه لتحسين نسبة عدم الحضور للمواعيد في أقسام التنويم للأسبوع القادم؟,WARD,أقسام التنويم,no-show rate,نسبة عدم الحضور للمواعيد,27.0,%,مرتفع,ما,simple_interrogative,non_factoid,single,boolean,planning,evaluation,objective,future,للأسبوع القادم,decision_making,decision_support,yes_no_with_brief_rationale,بناءً على قيمة نسبة عدم الحضور للمواعيد في أقسام التنويم للأسبوع القادم وهي 27.0 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,في العام الماضي كان نسبة عدم الحضور للمواعيد في أقسام التنويم قريبًا من 27.0 % مع تغيرات موسمية.,بناءً على قيمة نسبة عدم الحضور للمواعيد في أقسام التنويم للأسبوع القادم وهي 27.0 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,1,1,0,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600020,أي إجراء يجب اتخاذه لتحسين نسبة عدم الحضور للمواعيد في أقسام التنويم للأسبوع القادم؟,أي,أداة استفهام,غير واقعي,FALSE,نعم/لا,تخطيط,تقييم,الصحة,عالي,موضوعي,مستقبل,اتخاذ القرارات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في أقسام التنويم، كانت قيمة نسبة عدم الحضور للمواعيد 27.0 % ضمن النطاق الزمني (للأسبوع القادم). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,بناءً على قيمة نسبة عدم الحضور للمواعيد في أقسام التنويم للأسبوع القادم وهي 27.0 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.
